Name,Base Salary,HRA,Tax (%),Funds,Deductions,Gross Salary,Net Salary
Employee_1964,99423,19587,5,2089,612,121099,114536.5
Employee_1965,53167,19368,25,1880,1948,74415,54333.25
Employee_1966,84535,8130,25,9323,3634,101988,75187.75
Employee_1967,99156,15005,25,1829,4176,115990,83273.75
Employee_1968,31896,12933,25,6838,2722,51667,37737.75
Employee_1969,88760,13635,15,9866,833,112261,96068.75
Employee_1970,76898,15166,20,3633,3207,95697,74077.2
Employee_1971,45550,14869,5,7401,3159,67820,61640.05
Employee_1972,89010,9116,25,4411,4440,102537,73565.5
Employee_1973,77560,11809,25,3563,3855,92932,66734.75
Employee_1974,67175,9964,5,7220,2253,84359,78249.05
Employee_1975,82069,5338,20,8473,3968,95880,74430.6
Employee_1976,46121,8470,20,1280,1581,55871,43371.8
Employee_1977,58876,11769,5,1578,2143,72223,66547.75
Employee_1978,46178,5806,25,9259,2050,61243,46197.0
Employee_1979,59842,17102,5,4655,4761,81599,72990.8
Employee_1980,45712,18855,20,3606,1980,68173,53279.6
Employee_1981,71806,14926,10,8791,4516,95523,82333.8
Employee_1982,76753,11220,25,5539,1345,93512,70173.75
Employee_1983,53894,16109,15,6274,4574,76277,61202.55
Employee_1984,80696,13634,15,5513,4654,99843,81039.5
Employee_1985,89986,10643,10,4455,3917,105084,91104.1
Employee_1986,56607,14649,25,9346,1269,80602,61519.0
Employee_1987,84916,16106,20,5876,2253,106898,84440.6
Employee_1988,59523,11074,15,5408,538,76005,64877.45
Employee_1989,62814,10517,5,4539,3982,77870,70221.45
Employee_1990,96489,5324,5,5008,3048,106821,98682.35
Employee_1991,56006,8074,20,8901,1768,72981,58397.0
Employee_1992,32720,8165,25,6643,2386,47528,34920.75
Employee_1993,62456,13770,25,9675,506,85901,66338.5
Employee_1994,80932,15558,15,7136,4424,103626,84728.5
Employee_1995,76119,5478,15,2656,750,84253,71263.45
Employee_1996,39126,5653,25,4852,2351,49631,36085.25
Employee_1997,90834,17659,25,1308,4311,109801,78366.75
Employee_1998,47532,17220,10,9981,3744,74733,64513.8
Employee_1999,68455,10131,25,7246,3240,85832,62945.5
